text,sentype,SnowNLP,positive_NRC,negative_NRC,anger(3),anticipation(1),disgust(2),fear(5),joy(4),sadness(6),surprise(7),trust
"['A把他送到大门口，说：\n', '“你先走，晚上天气冷，我回去披件衣裳就来了……” \n', 'C匆忙地从A家的土坡上下来，顺着哭咽河畔的小路，向金家湾后面的小学赶去。\n']",陈述句,0.2526070230384545,1,1,0,0,0,0,0,0,0,0
"['徐主任捏灭了一个纸烟头，突然象记起了什么，扭过头问D：\n', '“D，你们村批判的那个人确定了没？”\n', 'D正修改一个民工的批判稿，赶紧停下来，说：\n']",陈述句,0.2226842210164105,1,0,0,0,0,0,0,0,0,0
"['C正修改一个民工的批判稿，赶紧停下来，说：\n', '“确定下来了！” \n', '“谁？” \n']",other,0.5262327818078083,0,0,0,0,0,0,0,0,0,0
"['“确定下来了！” \n', '“谁？” \n', '“田二。” \n']",疑问词问句,0.5262327818078083,0,0,0,0,0,0,0,0,0,0
"['“谁？” \n', '“田二。” \n', '“田二？”\n']",other,0.7740626325922828,0,0,0,0,0,0,0,0,0,0
"['“田二。” \n', '“田二？”\n', '徐主任一时想不起双水村这个人是谁。\n']",other,0.7740626325922828,0,0,0,0,0,0,0,0,0,0
"['在旁边给杨A倒茶水的C已经忍不住偷着笑了。\n', '“这人平时爱说反动话！他到处散布说，世事要变了……”\n', 'D给徐主任解释说。\n']",other,0.9554155908791696,0,2,1,0,0,0,0,0,0,0
"['“那这当然要狠狠批判！什么成份？” \n', '“成份倒是贫下中农……平时也不好好参加劳动……”\n', 'C说。\n']",比较句,0.981603798149,2,0,0,1,0,0,1,0,1,2
"['C说。\n', '“那你们以前为什么不好好批判？”\n', '徐主任有点生气了。\n']",疑问词问句,0.46675307819234146,1,0,0,0,0,0,0,0,0,0
"['徐主任有点生气了。\n', '“这人平时疯疯魔魔的，村里人也不把他算个数……” \n', '“你说这个人名字叫什么？田二？他名字就叫田二？”\n']",把字句,0.9942181158659479,0,1,1,0,0,1,0,1,0,0
"['“这人平时疯疯魔魔的，村里人也不把他算个数……” \n', '“你说这个人名字叫什么？田二？他名字就叫田二？”\n', '“不是，名字叫田福顺。不过村里人谁也不叫他名字，就叫田二……”\n']",疑问词问句,0.6426869509567971,0,0,0,0,0,0,0,0,0,0
"['“你说这个人名字叫什么？田二？他名字就叫田二？”\n', '“不是，名字叫田福顺。不过村里人谁也不叫他名字，就叫田二……”\n', 'C端起茶缸喝了一口水。\n']",疑问词问句,0.6263825970036725,0,0,0,0,0,0,0,0,0,0
"['他今天下午在民工灶上吃了一碗肥肉，渴得口干舌燥。\n', '“田福顺？那和田福堂是什么关系？”\n', 'A敏感地问。\n']",疑问词问句,0.949299752834156,0,0,0,0,0,0,0,0,0,0
"['A敏感地问。\n', '“没什么关系，只是一个老先人，现在都不知隔多少代了……因此没什么关系！”\n', 'B说。\n']",疑问词问句,0.554105297559883,0,0,0,0,0,0,0,0,0,0
"['B说。\n', '“那就把田二算上一个！现在人哩？”\n', 'A问。\n']",把字句,0.4803683343862791,0,0,0,0,0,0,0,0,0,0
"['这时，旁边喝茶的武装专干杨A插嘴说：\n', '“C刚给我一说，我就派民兵把这老汉带来了，现在和那十几个人关在一起，都在隔壁窑洞里。听民兵说，这老汉就是喊叫世事要变了，刚才一路上还说这话……” \n', '“时候不早了，咱们开会吧！”\n']",疑问词问句,0.09148876134851314,1,3,3,0,0,3,0,2,1,0
"['“C刚给我一说，我就派民兵把这老汉带来了，现在和那十几个人关在一起，都在隔壁窑洞里。听民兵说，这老汉就是喊叫世事要变了，刚才一路上还说这话……” \n', '“时候不早了，咱们开会吧！”\n', 'B从炕沿上溜下来，把鞋穿上。\n']",陈述句,0.6655670723669816,0,0,0,0,0,0,0,0,0,0
"['杨A看C坐好了，就马上挤过去，在B那边的桌上，拿起话筒大声喊叫：\n', '“民兵小分队请注意！民兵小分队请注意！严防阶级敌人破坏捣乱！如发现坏人捣乱，立即扭送到台上来！” \n', '众人这才“刷”地平静下来了。\n']",other,0.08845268193107059,4,5,4,1,2,4,1,3,1,1
"['接着，C便尽量提高自己有些沙哑的嗓音（因吃肉口渴），说：\n', '“把阶级敌人带上来！” \n', '这一下，人群又一次骚乱起来，响起一片嗡嗡的说话声；有些坐着的人也纷纷站起来了。\n']",把字句,0.843434251029663,0,1,1,0,1,1,0,0,0,0
"['他看见这么多人在一起，只觉得热闹极了，于是便兴奋地走出这个“阶级敌人”的行列，两条胳膊胡乱舞着，嘴角挂着通常那丝神秘的微笑，嘟囔说：\n', '“世事要变了！世事要变了……”\n', '他的话淹没在一片笑声中。\n']",陈述句,0.9973804863609398,0,0,0,0,0,0,0,0,0,0
"['他迟疑了一下，走过去对这父子俩说：\n', '“快走吧！” \n', '三个穿破烂棉衣的人一块相跟着，回田家圪崂去了……\n']",other,0.7605387198830478,0,0,0,0,0,0,0,0,0,0
"['B赶忙说：\n', '“老A，借个火点一下烟。” \n', '“行！”\n']",other,0.2823978360942754,0,1,0,0,0,0,0,0,0,0
"['B对他说：\n', '“我是双水村的，给队里的牛看病，天晚了，还没寻下个住处……” \n', '那位年轻徒弟说：\n']",是字句,0.6653708224782752,1,1,0,0,1,0,0,0,0,0
"['“旅社恐怕人都住满了。” \n', '“就是的……”\n', 'B脑子里继续盘算他到哪里去过夜。\n']",other,0.6382252559726964,0,0,0,0,0,0,0,0,0,0
"['老A问他。\n', '“没。”\n', 'B对他说。\n']",other,0.35387860323412235,0,0,0,0,0,0,0,0,0,0
"['B对他说。\n', '“噢……”\n', 'A用铁钳拨弄着炭火里的铁块，说：\n']",other,0.9174771239471233,0,0,0,0,0,0,0,0,0,0
"['A用铁钳拨弄着炭火里的铁块，说：\n', '“你要是实在没去处，不嫌俺这地方，可以凑合一下，不过没铺没盖。可这地方还暖和……”\n', '河南人由于自己经常到处飘流浪游，因此对任何出门人都有一种同情心；他们乐意帮助有困难的过路人。\n']",陈述句,0.0008140925524757758,1,0,0,1,0,0,0,0,1,0
"['B一下子高兴得站起来，说：\n', '“行！老A，这就给你老添麻烦了……” \n', '的确，他很感激这个河南老A。\n']",other,0.7540971887031028,1,1,1,0,0,0,0,0,0,0
"['B问A：\n', '“这么晚你们还干活？” \n', '徒弟回答他说：\n']",other,0.19677601992457439,0,0,0,0,0,0,0,0,0,0
"['B看炉灶里的铁烧红了，就从口袋里掏出两根“金丝猴”纸烟，走过去对那个年轻徒弟说：\n', '“A，你先歇着抽支烟，让我来替你添几下锤！” \n', '那徒弟看他这样实心，就很乐意地接过纸烟，把手中的铁锤让给B。\n']",疑问词问句,0.5580803259966431,1,1,0,0,0,1,0,0,0,0
"['B笑了笑说：\n', '“出一阵力身上就暖和了。” \n', 'B又抡了两回锤，看这把镢头快成形了，就把铁锤又交给那个年轻徒弟。\n']",陈述句,0.8327378267481205,0,1,1,0,0,1,0,0,0,0
"['老镢头全部打成后，这师徒两个把墙角一个放工具的土台子收拾开，给土台子上铺了一块破帆布，对B说：\n', '“就凑合着躺一夜吧。”\n', '说完他们就到里面的一个小窑里睡觉去了。\n']",other,0.17653436978530723,0,0,0,0,0,0,0,0,0,0
"['B对他说：\n', '“二叔，快回去吃饭！” \n', 'A神秘对他微笑着，嘴里嘟囔说：\n']",other,0.95052139057491,0,0,0,0,0,0,0,0,0,0
"['A神秘对他微笑着，嘴里嘟囔说：\n', '“世事要变了……”\n', '说完就又低头在水沟的碎柴烂草中翻搅起来。\n']",陈述句,0.962849024436491,0,0,0,0,0,0,0,0,0,0
"['他正准备把牛吆到田家圪崂的饲养室里，看见二队长B担一担粪，从东拉河的列石上走过来，并对他招呼说：\n', '“C，你等一下……” \n', '二队长B四十来岁，腰圆膀粗，长一对炯炯有光的铜铸大眼。\n']",other,0.6136407343677612,0,0,0,0,0,0,0,0,0,0
"['A把粪担子放在路边，抹下头上的毛巾擦了把汗水，问：\n', '“听说你到米家镇去了？牛不要紧吧？如果这牛不中用了的话，咱们还是换一换！哪怕我使用两天就死了，也不后悔！”\n', 'A笑着对B开玩笑。\n']",疑问词问句,0.0015682173917945796,1,2,0,0,1,0,0,1,0,0
"['A笑着对B开玩笑。\n', '“就是一头死牛，我也不换你那三个活宝……怎？有什么事要给我说？”\n', 'B问A。\n']",疑问词问句,0.6430196278411088,1,1,0,0,1,0,0,0,0,0
"['B问A。\n', '“你不知道？”\n', 'A看着他问。\n']",陈述句,0.3693910911319984,0,0,0,0,0,0,0,0,0,0
"['A看着他问。\n', '“什么事？”\n', 'B确实什么也不知道。\n']",疑问词问句,0.467669172932331,0,0,0,0,0,0,0,0,0,0
"['B确实什么也不知道。\n', '“罐子村你姐夫让公社拉到咱们村，正在你家后面的工地上劳教着哩。昨天晚上，还拉在学校院子里批判了一通！”\n', '“为什么事？”\n']",other,0.30718560158111075,3,0,0,0,0,0,0,0,0,1
"['“罐子村你姐夫让公社拉到咱们村，正在你家后面的工地上劳教着哩。昨天晚上，还拉在学校院子里批判了一通！”\n', '“为什么事？”\n', 'B脑子里“嗡”一声。\n']",疑问词问句,0.467669172932331,0,0,0,0,0,0,0,0,0,0
"['B脑子里“嗡”一声。\n', '“听说是贩了几包老鼠药……” \n', 'A不好意思看B的脸。\n']",疑问词问句,0.5785449822235464,0,0,0,0,0,0,0,0,0,0
"['他担起粪担说：\n', '“你快回家去看看！听说你姐引着两个娃娃也到你家里来了……”\n', 'B脸上显出不在乎的样子，对A说：\n']",比较句,0.9739184631599763,0,0,0,0,0,0,1,0,0,0
"['B脸上显出不在乎的样子，对A说：\n', '“你忙你的去。我把牛送到饲养室再说。这是个屁事！多不了白受几天苦，还能定成个反革命？” \n', 'A点点头，担着粪走了。\n']",疑问词问句,0.09990135307549797,0,2,0,0,1,0,0,1,0,0
"['他平静地问母亲：\n', '“我爸出山去了？” \n', '他妈“嗯”了一声，接着便撩起围裙揩干脸上的泪痕，母亲意识到她不能再哭了，以免加重儿子的精神负担。\n']",other,0.6698704634444098,0,0,0,0,0,0,0,0,0,0
"['他又问脚地上的妹妹：\n', '“你二哥回来了没？” \n', '孙兰香说：\n']",other,0.35359357056135976,0,0,0,0,0,0,0,0,0,0
"['A说：\n', '“回来了，刚出去到金波家寻个东西……” \n', '这时候，他姐B头一下伏在大弟的肩上，又出声哭起来了。\n']",other,0.6565686213209417,0,0,0,0,0,0,0,0,0,0
"['B安慰她说：\n', '“姐姐，你不要急躁，事情总有我哩！你看你眼睛都肿了。千万不敢伤身子，你还要拉扯猫蛋和狗蛋……那两个娃娃哩？” \n', 'C不哭了，说：\n']",陈述句,0.1219298955550332,1,3,2,1,0,2,1,1,0,1
"['C不哭了，说：\n', '“孙少平引到外面去了……” \n', '这阵儿，B他奶坐在后炕头上，张开没牙的嘴只顾笑着。\n']",陈述句,0.2771607912935491,0,0,0,0,0,0,0,0,0,0
"['他从里面捡了一块软点的，递到C手里，说：\n', '“C，你吃这！软的，能咬动哩！”\n', '老祖母接过这块蛋糕，指着旁边其余的，说：\n']",陈述句,0.2969488796054792,1,0,0,0,0,0,0,0,0,0
"['老祖母接过这块蛋糕，指着旁边其余的，说：\n', '“叫猫蛋狗蛋吃去……” \n', 'B看家里人的情绪缓和下来以后，就一个人从窑里出来，转到了院畔上。\n']",other,0.48125066596967814,1,0,0,0,0,0,0,0,0,0
"['E问B：\n', '“你手里提些什么？” \n', '“十几斤白面。”\n']",疑问词问句,0.6131639516549898,0,0,0,0,0,0,0,0,0,0
"['“你手里提些什么？” \n', '“十几斤白面。”\n', 'A说。\n']",疑问词问句,0.1312116843847223,0,0,0,0,0,0,0,0,0,0
"['A说。\n', '“白面？哪来的？”\n', 'D惊奇地问。\n']",疑问词问句,0.5,0,0,0,0,0,0,0,0,0,0
"['十几斤白面，对他们家来说，可不是一个小数字啊！\n', '“田润叶给的……”\n', 'A说。\n']",陈述句,0.7354769281844903,1,0,0,0,0,0,0,0,0,0
"['A说。\n', '“田润叶？” \n', '“嗯。”\n']",other,0.6364406791591176,0,0,0,0,0,0,0,0,0,0
"['“A？” \n', '“嗯。”\n', 'B接着就把A叫他去她二爸家的前前后后都给哥哥说了。\n']",other,0.5262327818078083,0,0,0,0,0,0,0,0,0,0
"['最后，A对他哥一再强调说：\n', '“她叫你这几天一定来一下！” \n', '“她没说是什么事吗？”\n']",疑问词问句,0.38121739130434773,0,0,0,0,0,0,0,0,0,0
"['“她叫你这几天一定来一下！” \n', '“她没说是什么事吗？”\n', 'B问。\n']",反问句,0.44163439702377705,0,0,0,0,0,0,0,0,0,0
"['C问。\n', '“没说，就叫你一定来一下……”\n', 'B说完，就引着两个孩子回家去了。\n']",other,0.3340354167172972,0,0,0,0,0,0,0,0,0,0
"['“孙少安，你也大了，应该出去干点活了。跟爸砍柴去吧！” \n', '“不！我不去！我要和A一块玩！”\n', '他抗议说。\n']",other,0.27874142956230374,0,0,0,0,0,0,0,0,0,0
"['A站在他旁边，说：\n', '“我回家里拿了针线，让我给你把补钉缝一缝……” \n', '“你不会做针钱！”\n']",把字句,0.21356008327931564,1,0,0,0,0,0,0,0,0,0
"['他不愿让A缝那块补钉——因为那是个丢人地方。\n', '“我学会做针线了，让我试一下！”\n', 'A说着便蹲在他身边，硬掀转他的身子，便笨拙地给他缝起来了。\n']",陈述句,0.844387938867451,0,0,0,0,0,0,0,0,0,0
"['A捂住嘴，笑得前伏后仰，说：\n', '“没顶事！让我再缝！”\n', '他赶忙说：\n']",other,0.09761955770538888,0,0,0,0,0,0,0,0,0,0
"['他赶忙说：\n', '“算了！我回去叫我妈缝……” \n', '小学生活随着童年的逝去而结束了。\n']",other,0.3409304192365856,0,0,0,0,0,0,0,0,0,0
"['他对父亲说：\n', '“爸爸，我回来劳动呀。我已经上到了高小，这也不容易了，多少算有了点文化。就是以后在村里劳动，也不睁眼睛受罪了。我回来，咱们两个人劳动，一定要把A和孙兰香的书供成。只要他两个有本事，能考到哪里，咱们就把他们供到哪里。哪怕他们出国留洋。咱们也挣命供他们吧！他们念成了，和我念成一样。不过，爸爸，我只是想进一回初中的考场；我要给村里村外的人证明，我不上中学，不是因为我考不上！” \n', '他父亲在他面前抱住头痛哭流涕。\n']",疑问词问句,0.9998929544481877,8,1,0,3,0,0,3,0,3,5
"['他进了院子，见C正给D和B摘杏花玩，就问弟弟：\n', '“E是不是叫我这几天到城里去找她？”\n', 'C看他哥这样颠三倒四又问他这事，就说：\n']",正反问句,0.19022630115747263,0,0,0,0,0,0,0,0,0,0
"['A看他哥这样颠三倒四又问他这事，就说：\n', '“我不是给你说了嘛！D就是让你这几天到城里去找她……你究竟是去不去？要是你不去，我好给D回个话！” \n', '孙少安一边往家里走，一边对弟弟说：\n']",疑问词问句,0.07447996632241283,3,1,1,1,0,0,1,0,1,1
"['B一边往家里走，一边对弟弟说：\n', '“我去……” \n', '第12章E把中午饭从灶上打回来，放在炕头那个土台子炉灶上，先没顾上吃。\n']",陈述句,0.6260478350462716,0,0,0,0,0,0,0,0,0,0
"['可是，有一天，他来的时候，竟然当着她二妈的面，拿出在省城买来的一件红线衣，对她说：\n', '“我碰上这么件衣服，觉得你穿上肯定合适，就给你捎着买来了。这是上海新出的一种线衣。哈呀，你不知道，买的时候，众人都抢，我插了一回队，还和一个人吵了一架，好不容易才买到了手……” \n', '她有点生气了，说：\n']",陈述句,0.020944091476836624,3,3,1,0,2,2,0,1,0,1
"['“多少钱？” \n', '“钱什么哩……”\n', 'A吞吞吐吐地说。\n']",疑问词问句,0.40399074627946063,1,0,1,1,0,0,1,0,1,1
"['她心里感到很不舒服。\n', '“五……就五元钱！”\n', 'A只好说。\n']",other,0.5247370479237524,1,0,1,1,0,0,1,0,1,1
